
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
수원,119,11-01,      10.1,      16.0,       4.7,       1.2,      67.3,       6.6,       3.5,       2.3,    1017.6,    1021.9,       1.3
영월,121,11-01,       8.4,      15.6,       2.5,       1.1,      69.5,       6.0,,,     992.5,    1021.6,       1.1
충주,127,11-01,       8.5,      15.8,       2.7,       1.2,      71.3,       5.8,,,    1009.9,    1022.0,       1.3
서산,129,11-01,      10.0,      16.2,       4.4,       1.1,      73.0,       6.2,,,    1018.9,    1021.9,       2.0
울진,130,11-01,      11.8,      17.2,       6.7,       1.6,      61.2,       6.8,,,    1013.8,    1019.9,       3.2
청주,131,11-01,      10.3,      16.4,       5.1,       1.4,      64.8,       6.4,       3.8,       2.3,    1014.8,    1021.9,       1.3
대전,133,11-01,      10.4,      16.7,       5.1,       1.4,      70.4,       6.4,       3.7,       1.9,    1013.5,    1021.9,       1.4
추풍령,135,11-01,       9.2,      15.7,       3.6,       1.3,      66.2,       6.6,,,     992.2,    1021.7,       2.4
안동,136,11-01,       9.3,      16.5,       3.4,       1.0,      68.9,       6.3,       3.9,       2.4,    1004.5,    1021.7,       1.4
상주,137,11-01,      10.2,      17.0,       4.5,       0.7,      64.7,       6.6,,,    1010.2,    1022.0,       1.5
포항,138,11-01,      13.3,      18.1,       9.0,       1.0,      57.4,       7.0,       3.3,       3.1,    1020.4,    1020.9,       2.4
군산,140,11-01,      11.3,      16.4,       6.9,       1.7,      72.5,       6.4,,,    1018.7,    1022.0,       2.8
울산,152,11-01,      12.8,      18.6,       8.0,       1.0,      61.1,       6.8,       3.3,,    1015.6,    1020.6,       1.8
창원,155,11-01,      13.4,      18.4,       9.1,       0.8,      58.7,       6.8,       3.0,,    1018.0,    1020.6,       1.7
광주,156,11-01,      12.1,      17.7,       7.3,       1.2,      66.8,       6.5,       3.9,,    1013.0,    1021.8,       1.5
부산,159,11-01,      14.3,      19.1,      10.6,       1.2,      57.5,       7.1,       3.2,       3.1,    1012.0,    1020.4,       3.0
통영,162,11-01,      13.7,      18.7,       9.6,       1.1,      64.4,       7.0,,,    1017.2,    1021.0,       2.3
목포,165,11-01,      12.9,      17.6,       9.1,       1.1,      69.0,       6.5,       4.1,       2.6,    1016.9,    1021.9,       3.7
여수,168,11-01,      13.8,      17.8,      10.6,       1.1,      59.7,       7.1,       3.1,       3.6,    1013.0,    1021.1,       3.9
흑산도,169,11-01,      13.7,      16.3,      11.7,       1.4,      71.1,       5.9,       4.6,,    1012.7,    1022.2,       5.6
완도,170,11-01,      13.2,      17.8,       9.4,       1.6,      67.9,       6.4,,,    1017.8,    1021.6,       3.0
고창,172,11-01,      11.1,      17.1,       5.5,       0.7,      77.0,       6.4,,,    1017.3,    1023.6,       2.4
제주,184,11-01,      15.3,      18.5,      12.4,       1.6,      63.3,       5.1,       5.1,       3.1,    1019.3,    1021.9,       3.3
고산,185,11-01,      15.4,      18.2,      12.9,       1.3,      67.1,       6.2,,,    1012.5,    1021.1,       7.2
성산,188,11-01,      14.7,      18.7,      10.7,       3.2,      68.0,       6.2,,,    1019.3,    1021.5,       2.9
서귀포,189,11-01,      16.4,      20.4,      13.0,       1.8,      62.7,       6.6,       4.4,       3.2,    1014.6,    1020.7,       2.3
진주,192,11-01,      10.7,      18.5,       4.3,       1.1,      69.4,       6.9,,,    1018.0,    1021.2,       1.1
강화,201,11-01,       9.4,      15.2,       3.5,       1.1,      65.4,       7.0,,,    1016.4,    1022.1,       1.6
양평,202,11-01,       8.7,      15.8,       3.1,       1.0,      71.4,       6.3,,,    1016.5,    1022.4,       1.1
이천,203,11-01,       8.8,      16.1,       2.6,       1.0,      66.8,       6.2,,,    1012.4,    1021.7,       1.0
인제,211,11-01,       7.7,      14.9,       1.8,       1.0,      68.3,       5.6,,,     997.3,    1021.7,       1.5
홍천,212,11-01,       7.7,      15.6,       1.8,       0.9,      67.6,       5.9,,,    1004.9,    1022.2,       0.9
태백,216,11-01,       6.9,      13.0,       1.5,       1.2,      61.6,       6.2,,,     936.5,    1020.6,       1.5
정선군,217,11-01,       7.9,      15.1,       2.7,       0.8,      66.7,       5.0,,,     986.2,    1023.5,       1.4
제천,221,11-01,       7.1,      15.0,       0.8,       1.1,      70.7,       6.4,,,     990.3,    1022.1,       1.2
보은,226,11-01,       8.1,      16.0,       1.7,       1.3,      71.3,       6.3,,,    1000.6,    1021.7,       1.1
천안,232,11-01,       9.1,      16.2,       3.0,       1.2,      69.9,       6.4,,,    1017.8,    1022.0,       1.5
보령,235,11-01,      11.1,      16.6,       6.2,       1.3,      70.1,       6.4,,,    1019.8,    1022.0,       1.6
부여,236,11-01,       9.5,      17.1,       3.5,       1.5,      74.0,       6.2,,,    1020.6,    1022.3,       0.9
금산,238,11-01,       8.7,      16.8,       2.4,       1.5,      72.2,       5.9,,,    1001.5,    1022.3,       1.0
부안,243,11-01,      11.1,      17.0,       5.9,       1.6,      71.6,       6.4,,,    1021.1,    1022.3,       1.4
임실,244,11-01,       8.4,      16.4,       2.1,       1.5,      74.3,       6.0,,,     992.5,    1022.5,       1.1
정읍,245,11-01,      11.1,      17.1,       6.0,       1.7,      71.2,       5.9,,,    1016.4,    1022.1,       1.1
남원,247,11-01,       9.4,      17.4,       3.2,       1.3,      72.9,       6.3,,,    1009.8,    1022.3,       1.2
장수,248,11-01,       7.6,      15.5,       1.4,       1.5,      75.7,       5.9,,,     973.5,    1022.4,       1.4
영광군,252,11-01,      11.2,      17.1,       5.9,       0.7,      71.9,       6.8,,,    1018.6,    1023.1,       2.0
김해시,253,11-01,      13.2,      19.1,       8.7,       0.3,      58.4,       6.9,,,    1015.8,    1022.9,       2.0
순창군,254,11-01,       9.7,      16.9,       3.8,       0.9,      73.1,       6.6,,,    1008.3,    1023.7,       1.5
양산시,257,11-01,      12.8,      19.0,       7.6,       0.3,      62.0,       6.8,,,    1021.5,    1023.3,       1.8
강진군,259,11-01,      11.6,      18.1,       6.2,       1.1,      69.0,       7.1,,,    1022.0,    1023.5,       2.1
장흥,260,11-01,      11.0,      18.3,       4.8,       1.1,      71.0,       6.6,,,    1016.4,    1021.7,       1.6
해남,261,11-01,      11.5,      18.1,       5.2,       1.2,      70.9,       6.6,,,    1019.9,    1022.0,       1.8
고흥,262,11-01,      11.8,      18.4,       5.9,       1.1,      68.7,       6.4,,,    1015.3,    1021.6,       1.4
의령군,263,11-01,       9.9,      18.2,       3.6,       0.3,      78.5,       6.8,,,    1021.0,    1022.7,       0.8
함양군,264,11-01,       9.6,      17.6,       3.1,       0.5,      76.3,       6.5,,,    1004.8,    1023.2,       0.9
진도군,268,11-01,      12.6,      18.0,       7.3,       0.9,,,,,,,       2.0
봉화,271,11-01,       6.8,      15.4,      -0.1,       1.0,      71.8,       6.1,,,     982.7,    1021.1,       1.2
영주,272,11-01,       8.9,      15.7,       2.8,       1.1,      65.4,       6.7,,,     995.9,    1021.1,       2.5
문경,273,11-01,       9.2,      16.0,       3.4,       1.2,      64.9,       6.7,,,    1000.7,    1021.5,       1.8
청송군,276,11-01,       7.9,      16.0,       1.7,       0.5,      73.4,       5.9,,,     997.9,    1023.1,       1.0
영덕,277,11-01,      11.7,      17.4,       6.5,       1.1,      60.7,       6.8,,,    1016.1,    1021.1,       2.6
의성,278,11-01,       8.2,      17.3,       1.1,       0.9,      71.9,       6.3,,,    1011.8,    1021.5,       1.0
구미,279,11-01,      10.2,      17.3,       4.3,       1.1,      67.6,       6.1,,,    1016.0,    1021.7,       1.3
영천,281,11-01,      10.1,      17.6,       3.5,       1.0,      65.1,       6.5,,,    1010.2,    1021.5,       1.6
경주시,283,11-01,      10.6,      17.9,       4.6,       0.6,      69.5,       6.2,,,    1018.0,    1022.7,       2.0
경주시,283,11-01,      10.6,      17.9,       4.6,       0.6,      69.5,       6.2,,,    1018.0,    1022.7,       2.0
거창,284,11-01,       8.9,      17.3,       2.1,       1.3,      70.3,       6.4,,,     994.8,    1021.9,       1.2
합천,285,11-01,      10.4,      18.6,       4.4,       0.9,      68.3,       6.4,,,    1017.7,    1021.6,       1.0
밀양,288,11-01,      10.8,      18.8,       4.3,       0.7,      69.4,       6.4,,,    1020.0,    1021.4,       1.1
산청,289,11-01,      10.5,      17.9,       4.7,       1.2,      65.8,       6.2,,,    1005.3,    1022.2,       1.5
거제,294,11-01,      12.9,      18.4,       8.4,       1.4,      64.0,       6.3,,,    1015.9,    1020.6,       1.3
남해,295,11-01,      12.8,      18.2,       8.3,       1.4,      63.1,       6.7,,,    1016.1,    1021.7,       1.6
강남,400,11-01,      11.5,      16.0,       7.2,       1.1,,,,,,,       1.5
서초,401,11-01,      11.6,      16.3,       7.1,       1.2,,,,,,,       1.3
강동,402,11-01,      10.5,      16.0,       5.3,       1.1,,,,,,,       1.2
송파,403,11-01,      11.7,      16.5,       7.3,       1.1,,,,,,,       1.6
강서,404,11-01,      11.0,      15.6,       6.6,       1.3,,,,,,,       1.4
양천,405,11-01,      11.6,      16.1,       7.5,       1.2,,,,,,,       1.2
도봉,406,11-01,       9.8,      15.8,       4.0,       1.1,,,,,,,       0.9
노원,407,11-01,       9.3,      15.9,       2.9,       1.1,,,,,,,       1.3
동대문,408,11-01,      11.4,      16.2,       6.9,       1.1,,,,,,,       1.6
중랑,409,11-01,      11.4,      15.9,       6.8,       1.2,,,,,,,       1.7
기상청,410,11-01,      11.5,      16.0,       7.2,       1.0,,,,,,,       1.2
마포,411,11-01,      11.6,      15.9,       7.4,       1.1,,,,,,,       2.0
서대문,412,11-01,      10.3,      16.0,       5.3,       1.0,,,,,,,       1.4
광진,413,11-01,      11.3,      16.0,       6.8,       1.0,,,,,,,       1.5
성북,414,11-01,      10.3,      15.3,       6.0,       1.1,,,,,,,       1.3
용산,415,11-01,      11.1,      15.6,       6.9,       1.2,,,,,,,       1.3
은평,416,11-01,       9.8,      15.5,       4.5,       1.1,,,,,,,       1.4
금천,417,11-01,      11.6,      15.8,       7.9,       1.2,,,,,,,       1.6
중구,419,11-01,      10.0,      14.8,       6.1,       1.1,,,,,,,       2.1
성동,421,11-01,      12.0,      16.3,       8.0,       0.9,,,,,,,       1.8
구로,423,11-01,      10.7,      15.9,       5.9,       1.3,,,,,,,       1.5
강북,424,11-01,      11.4,      16.4,       6.9,       0.9,,,,,,,       1.5
남현,425,11-01,      10.1,      15.0,       5.5,       0.6,,,,,,,       1.2
부천,433,11-01,      11.6,      16.3,       7.0,       1.5,,,,,,,       0.9
안양,434,11-01,      11.3,      15.8,       7.2,       1.3,,,,,,,       1.9
광명,437,11-01,      12.0,      16.2,       8.1,       1.5,,,,,,,       1.6
군포,438,11-01,      11.5,      16.1,       7.4,       1.1,,,,,,,       1.1
김포,441,11-01,       9.9,      15.5,       4.9,       1.2,,,,,,,       1.2
하남,444,11-01,      10.6,      16.8,       5.2,       1.1,,,,,,,       0.6
의왕,445,11-01,       9.6,      15.2,       4.5,       1.2,,,,,,,       0.8
포천,504,11-01,       8.2,      15.7,       1.7,       1.1,,,,,,,       1.1
가평조종,505,11-01,       7.0,      14.9,       0.4,       0.8,,,,,,,       1.0
영등포,510,11-01,      11.8,      16.2,       8.1,       1.1,,,,,,,       1.4
인천연수,512,11-01,      11.3,      16.1,       6.2,       1.3,,,,,,,       1.7
안성,516,11-01,       9.6,      16.2,       3.9,       1.4,,,,,,,       0.9
간성,517,11-01,      10.7,      16.2,       5.1,       1.6,,,,,,,       1.9
평창,526,11-01,       7.1,      14.8,       1.7,       0.9,,,,,,,       1.0
의정부,532,11-01,       9.1,      15.6,       2.9,       1.1,,,,,,,       0.9
횡성,536,11-01,       7.9,      16.0,       1.8,       1.1,,,,,,,       1.0
고양,540,11-01,       9.4,      16.1,       3.1,       1.3,,,,,,,       1.2
남양주,541,11-01,       8.4,      16.1,       1.7,       1.1,,,,,,,       0.9
안산,545,11-01,       9.1,      15.8,       2.6,       1.2,,,,,,,       1.4
경기광주,546,11-01,       8.8,      15.7,       3.4,       1.1,,,,,,,       1.3
여주,548,11-01,       8.4,      15.5,       2.8,       1.0,,,,,,,       1.1
용인,549,11-01,       8.6,      15.7,       2.6,       1.0,,,,,,,       1.1
오산,550,11-01,       9.5,      16.1,       4.1,       1.1,,,,,,,       1.1
평택,551,11-01,      10.5,      16.5,       4.7,       1.3,,,,,,,       1.4
화천,555,11-01,       7.4,      15.8,       1.4,       1.0,,,,,,,       1.1
양구,556,11-01,       6.8,      15.2,       0.9,       0.9,,,,,,,       1.0
시흥,565,11-01,      10.7,      15.9,       5.4,       1.2,,,,,,,       1.4
구리,569,11-01,      10.1,      16.0,       5.1,       1.1,,,,,,,       1.1
금곡,570,11-01,       9.9,      15.4,       4.8,       1.2,,,,,,,       1.2
화성,571,11-01,      10.3,      15.9,       5.4,       1.3,,,,,,,       1.2
성남,572,11-01,      10.5,      15.9,       5.5,       1.2,,,,,,,       1.1
과천,590,11-01,       9.9,      16.0,       4.3,       1.4,,,,,,,       1.4
진부령,595,11-01,       7.0,      12.4,       2.1,       1.9,,,,,,,       3.2
양주,598,11-01,       8.2,      15.7,       1.5,       1.0,,,,,,,       1.0
단양,601,11-01,       8.6,      15.6,       3.9,       0.9,,,,,,,       0.8
진천,602,11-01,       8.7,      16.2,       2.9,       1.2,,,,,,,       1.1
괴산,603,11-01,       8.0,      15.8,       1.9,       1.5,,,,,,,       0.9
옥천,604,11-01,       8.9,      16.4,       3.1,       1.7,,,,,,,       0.9
세종연서,611,11-01,       8.8,      16.6,       2.8,       1.4,,,,,,,       1.0
공주,612,11-01,       9.5,      16.6,       3.7,       1.3,,,,,,,       1.0
서천,614,11-01,      10.2,      16.7,       4.5,       1.8,,,,,,,       1.4
논산,615,11-01,       9.4,      17.0,       3.1,       1.3,,,,,,,       1.1
당진,616,11-01,       9.6,      15.7,       4.3,       1.1,,,,,,,       1.7
청양,618,11-01,       8.6,      16.1,       2.3,       1.4,,,,,,,       1.0
음성,619,11-01,       7.6,      16.1,       1.1,       1.1,,,,,,,       1.2
증평,623,11-01,       8.6,      16.1,       2.5,       1.1,,,,,,,       1.0
태안,627,11-01,      11.5,      16.2,       6.9,       1.2,,,,,,,       1.5
예산,628,11-01,      10.0,      16.4,       4.3,       1.2,,,,,,,       1.6
아산,634,11-01,      10.2,      16.1,       4.7,       1.2,,,,,,,       1.5
계룡,636,11-01,       8.5,      16.4,       1.8,       1.5,,,,,,,       0.8
오월드,642,11-01,      11.0,      17.1,       5.8,       1.5,,,,,,,       0.9
세천,643,11-01,       9.4,      16.2,       3.6,       1.4,,,,,,,       0.8
장동,648,11-01,       9.5,      16.6,       3.9,       1.3,,,,,,,       0.7
부평,649,11-01,       9.3,      15.8,       3.2,       0.9,,,,,,,       0.5
연천청산,652,11-01,       8.5,      16.0,       2.1,       0.9,,,,,,,       1.0
양양,670,11-01,      11.4,      16.1,       6.7,       1.9,,,,,,,       2.6
사북,674,11-01,       6.6,      11.7,       2.2,       1.3,,,,,,,       2.5
무안,699,11-01,      11.7,      17.3,       6.7,       0.5,,,,,,,       1.8
무주,701,11-01,       8.5,      16.3,       2.7,       0.9,,,,,,,       1.1
익산,702,11-01,      10.8,      17.2,       4.9,       1.6,,,,,,,       1.2
진안,703,11-01,       7.8,      15.6,       1.8,       1.7,,,,,,,       1.2
담양,706,11-01,      10.7,      17.8,       4.9,       1.3,,,,,,,       1.6
광산,708,11-01,      11.3,      18.0,       5.2,       0.8,,,,,,,       1.6
구례,709,11-01,      10.4,      18.3,       4.3,       1.1,,,,,,,       1.2
나주,710,11-01,      11.1,      18.2,       5.2,       1.3,,,,,,,       1.3
순천시,712,11-01,      13.0,      18.6,       8.5,       1.0,,,,,,,       1.9
광양읍,713,11-01,      12.2,      19.0,       6.7,       1.1,,,,,,,       1.4
조선대,722,11-01,      12.2,      17.8,       7.4,       1.2,,,,,,,       1.7
거문도,723,11-01,      15.1,      17.9,      13.1,       1.5,,,,,,,       4.0
추자도,724,11-01,      15.0,      17.6,      12.9,       1.2,,,,,,,       3.8
장성,730,11-01,      10.6,      17.5,       4.9,       1.5,,,,,,,       1.3
영암,731,11-01,      11.4,      18.0,       5.6,       1.2,,,,,,,       1.6
보성,732,11-01,       9.9,      17.3,       3.6,       0.8,,,,,,,       1.2
완주,734,11-01,      10.1,      17.5,       4.2,       1.6,,,,,,,       1.3
김제,737,11-01,      11.3,      17.2,       6.0,       1.8,,,,,,,       1.9
화순,741,11-01,      10.9,      18.1,       5.0,       1.2,,,,,,,       0.9
함평,754,11-01,      11.8,      18.0,       6.2,       1.4,,,,,,,       1.3
곡성,768,11-01,      10.1,      17.6,       4.3,       1.2,,,,,,,       1.1
성판악,782,11-01,       9.4,      13.2,       5.9,       3.5,,,,,,,       2.8
풍암,788,11-01,      12.0,      18.7,       6.6,       0.6,,,,,,,       1.0
압해도,789,11-01,      13.0,      17.5,       9.0,       0.7,,,,,,,       2.9
영양,801,11-01,       8.6,      16.2,       2.2,       1.0,,,,,,,       1.3
성주,810,11-01,       9.9,      17.6,       3.4,       1.2,,,,,,,       1.1
고령,812,11-01,       9.6,      18.0,       3.0,       1.1,,,,,,,       0.6
청도,813,11-01,       9.6,      18.0,       2.9,       0.7,,,,,,,       1.1
예천,815,11-01,       8.8,      17.0,       2.3,       1.0,,,,,,,       1.1
김천,822,11-01,       9.7,      17.4,       3.0,       1.3,,,,,,,       1.1
군위,823,11-01,       8.5,      16.9,       1.9,       1.1,,,,,,,       1.2
칠곡,825,11-01,      10.2,      17.9,       3.9,       1.2,,,,,,,       1.5
경산,827,11-01,      11.5,      18.0,       5.9,       1.1,,,,,,,       1.5
달성,828,11-01,      11.2,      18.5,       5.6,       1.0,,,,,,,       1.3
대구서구,846,11-01,      12.1,      17.8,       7.0,       1.1,,,,,,,       1.4
신암,860,11-01,      12.2,      18.0,       7.2,       0.9,      60.4,       6.6,       3.3,,    1014.0,    1021.2,       1.9
완산,864,11-01,      11.3,      17.4,       6.1,       1.6,      69.8,       5.9,       4.0,       1.9,    1014.7,    1021.3,       1.4
삼척,876,11-01,      12.3,      16.9,       7.9,       1.6,,,,,,,       1.9
울기,901,11-01,      14.0,      18.0,      10.6,       1.2,,,,,,,       2.1
삼천포,907,11-01,      13.7,      18.3,       9.4,       1.1,,,,,,,       2.1
영도,910,11-01,      14.1,      17.7,      10.6,       0.7,,,,,,,       2.4
고성,918,11-01,      12.3,      19.0,       6.3,       1.1,,,,,,,       1.5
창녕,919,11-01,      10.5,      18.7,       3.8,       0.9,,,,,,,       1.3
함안,920,11-01,      10.2,      19.1,       3.3,       1.0,,,,,,,       0.9
가덕도,921,11-01,      14.2,      18.2,      11.4,       0.6,,,,,,,       3.4
기장,923,11-01,      12.9,      18.7,       7.9,       0.8,,,,,,,       1.7
간절곶,924,11-01,      14.2,      18.1,      10.2,       1.3,,,,,,,       3.0
하동,932,11-01,      12.0,      19.0,       6.4,       1.2,,,,,,,       1.3
해운대,937,11-01,      14.4,      19.2,      10.0,       1.1,,,,,,,       1.9
부산진,938,11-01,      13.8,      18.4,       9.6,       1.2,,,,,,,       1.8
동래,940,11-01,      13.7,      18.9,       9.2,       1.2,,,,,,,       1.5
북구,941,11-01,      13.0,      17.9,       8.6,       1.0,,,,,,,       1.5
부산남구,942,11-01,      14.5,      18.6,      10.6,       1.2,,,,,,,       1.7
정자,949,11-01,      13.3,      18.7,       8.2,       0.7,,,,,,,       2.7
속초,90,11-02,      11.8,      16.5,       7.2,       2.3,      55.1,       6.6,,,    1017.4,    1019.7,       2.3
철원,95,11-02,       7.3,      14.6,       0.7,       1.2,      69.1,       6.2,,,    1002.8,    1021.7,       1.4
동두천,98,11-02,       9.1,      16.5,       3.0,       1.1,      64.0,       6.2,,,    1008.2,    1021.9,       1.3
파주,99,11-02,       8.5,      16.1,       1.9,       1.1,      71.1,       6.6,,,    1018.3,    1022.0,       1.2
대관령,100,11-02,       5.2,      11.1,      -0.4,       2.0,      68.3,       6.9,,,     925.7,    1021.2,       4.2
춘천,101,11-02,       8.3,      15.4,       2.5,       0.9,      71.9,       5.7,,,    1012.5,    1021.8,       0.9
백령도,102,11-02,      11.2,      14.1,       8.7,       1.9,      64.8,       6.0,       4.4,,    1005.5,    1021.8,       4.4
강릉,105,11-02,      12.4,      17.3,       8.0,       2.4,      51.8,       6.8,,,    1017.0,    1020.2,       2.9
동해,106,11-02,      11.9,      16.7,       7.1,       1.9,      57.1,       6.9,,,    1015.3,    1019.8,       2.4
서울,108,11-02,      10.7,      15.7,       6.1,       1.2,      59.2,       6.1,       3.5,       2.5,    1011.4,    1021.8,       2.1
인천,112,11-02,      11.1,      15.6,       7.1,       1.4,      63.5,       6.7,       3.5,       2.5,    1013.2,    1021.5,       2.6
원주,114,11-02,       8.9,      15.6,       3.2,       1.1,      67.7,       5.8,,,    1003.7,    1021.9,       0.8
울릉도,115,11-02,      12.3,      15.9,       9.7,       4.0,      67.0,       5.7,       4.9,       2.8,     993.6,    1020.1,       3.5
수원,119,11-02,      10.1,      16.1,       4.6,       1.2,      68.2,       6.4,       3.5,       2.2,    1017.8,    1022.2,       1.3
영월,121,11-02,       8.2,      15.6,       2.3,       1.2,      69.9,       5.8,,,     992.6,    1021.7,       1.1
충주,127,11-02,       8.4,      15.8,       2.4,       1.1,      71.6,       5.7,,,    1010.2,    1022.3,       1.3
서산,129,11-02,       9.9,      16.3,       4.2,       1.1,      74.0,       6.2,,,    1019.1,    1022.1,       1.9
울진,130,11-02,      11.8,      17.3,       6.4,       1.7,      60.6,       6.9,,,    1014.2,    1020.2,       3.1
청주,131,11-02,      10.2,      16.4,       4.8,       1.4,      65.4,       6.3,       3.7,       2.2,    1015.1,    1022.2,       1.2
대전,133,11-02,      10.3,      16.8,       4.9,       1.3,      70.6,       6.5,       3.6,       1.9,    1013.8,    1022.2,       1.3
추풍령,135,11-02,       9.1,      15.9,       3.3,       1.2,      66.3,       6.7,,,     992.5,    1022.1,       2.3
안동,136,11-02,       9.1,      16.5,       3.1,       1.0,      69.0,       6.4,       3.9,       2.4,    1004.8,    1022.0,       1.3
상주,137,11-02,      10.1,      17.0,       4.3,       0.8,      65.5,       6.5,,,    1010.1,    1021.9,       1.4
포항,138,11-02,      13.2,      18.1,       8.8,       1.1,      57.4,       7.0,       3.1,       3.0,    1020.8,    1021.2,       2.4
군산,140,11-02,      11.2,      16.4,       6.7,       1.7,      73.3,       6.3,,,    1019.0,    1022.3,       2.7
울산,152,11-02,      12.6,      18.6,       7.7,       1.1,      61.2,       6.9,       3.1,,    1015.9,    1021.0,       1.8
창원,155,11-02,      13.2,      18.3,       8.8,       0.9,      59.4,       6.8,       2.9,,    1018.4,    1021.0,       1.6
광주,156,11-02,      11.9,      17.7,       7.0,       1.2,      67.5,       6.4,       3.8,,    1013.3,    1022.1,       1.5
부산,159,11-02,      14.2,      19.1,      10.4,       1.2,      57.6,       7.2,       3.1,       3.0,    1012.4,    1020.8,       2.9
통영,162,11-02,      13.5,      18.6,       9.2,       1.3,      65.2,       7.0,,,    1017.6,    1021.4,       2.2
목포,165,11-02,      12.8,      17.5,       8.8,       1.1,      69.8,       6.5,       4.0,       2.5,    1017.2,    1022.2,       3.6
여수,168,11-02,      13.7,      17.7,      10.4,       1.2,      60.5,       7.1,       3.0,       3.5,    1013.3,    1021.4,       3.8
흑산도,169,11-02,      13.7,      16.4,      11.6,       1.5,      71.9,       5.8,       4.5,,    1012.7,    1022.1,       5.5
완도,170,11-02,      13.1,      17.8,       9.1,       1.8,      69.1,       6.4,,,    1018.1,    1021.8,       2.9
고창,172,11-02,      11.2,      17.4,       5.5,       0.8,      78.0,       6.5,,,    1017.1,    1023.4,       2.3
제주,184,11-02,      15.2,      18.5,      12.1,       1.7,      63.6,       5.2,       4.9,       3.0,    1019.6,    1022.2,       3.2
고산,185,11-02,      15.3,      18.3,      12.7,       2.0,      67.3,       6.1,,,    1012.8,    1021.4,       6.9
성산,188,11-02,      14.6,      18.7,      10.4,       3.7,      68.4,       6.1,,,    1019.6,    1021.8,       2.8
서귀포,189,11-02,      16.3,      20.2,      12.8,       2.4,      63.3,       6.4,       4.4,       3.1,    1014.9,    1021.0,       2.3
진주,192,11-02,      10.5,      18.5,       3.9,       1.2,      70.0,       6.8,,,    1018.4,    1021.6,       1.0
강화,201,11-02,       9.4,      15.2,       3.5,       1.2,      67.1,       6.6,,,    1016.6,    1022.3,       1.6
양평,202,11-02,       8.6,      15.7,       2.9,       1.0,      72.0,       6.1,,,    1016.7,    1022.7,       1.0
이천,203,11-02,       8.7,      16.1,       2.4,       0.9,      67.4,       6.1,,,    1012.7,    1022.0,       1.0
인제,211,11-02,       7.5,      14.9,       1.5,       0.9,      68.6,       5.4,,,     997.6,    1022.0,       1.5
홍천,212,11-02,       7.5,      15.6,       1.5,       0.8,      67.9,       5.7,,,    1005.2,    1022.5,       0.9
태백,216,11-02,       6.8,      13.2,       1.1,       1.2,      61.6,       6.3,,,     936.8,    1020.9,       1.5
정선군,217,11-02,       7.9,      15.3,       2.6,       0.9,      68.0,       5.0,,,     986.3,    1023.5,       1.4
제천,221,11-02,       7.0,      15.0,       0.5,       1.0,      71.1,       6.3,,,     990.7,    1022.5,       1.2
보은,226,11-02,       7.9,      16.1,       1.4,       1.3,      71.5,       6.3,,,    1000.9,    1022.0,       1.1
천안,232,11-02,       9.0,      16.3,       2.8,       1.1,      70.0,       6.4,,,    1018.1,    1022.2,       1.5
보령,235,11-02,      11.1,      16.7,       6.1,       1.3,      70.7,       6.5,,,    1020.1,    1022.3,       1.6
부여,236,11-02,       9.4,      17.2,       3.2,       1.5,      74.5,       6.1,,,    1020.9,    1022.6,       0.9
금산,238,11-02,       8.4,      16.9,       2.0,       1.5,      72.4,       5.9,,,    1001.8,    1022.6,       0.9
부안,243,11-02,      11.0,      17.1,       5.5,       1.5,      72.2,       6.4,,,    1021.3,    1022.5,       1.3
임실,244,11-02,       8.2,      16.4,       1.7,       1.4,      74.4,       5.9,,,     992.8,    1022.8,       1.1
정읍,245,11-02,      11.0,      17.1,       5.8,       1.6,      71.3,       5.9,,,    1016.6,    1022.3,       1.1
남원,247,11-02,       9.2,      17.5,       2.8,       1.3,      73.3,       6.3,,,    1010.1,    1022.6,       1.1
장수,248,11-02,       7.5,      15.5,       1.0,       1.4,      75.9,       5.8,,,     973.8,    1022.8,       1.4
영광군,252,11-02,      11.1,      17.2,       5.7,       0.8,      72.7,       6.8,,,    1018.6,    1023.1,       2.0
김해시,253,11-02,      13.0,      19.0,       8.1,       0.5,      58.9,       7.0,,,    1016.0,    1023.1,       1.9
순창군,254,11-02,       9.5,      16.9,       3.5,       1.0,      74.4,       6.5,,,    1008.3,    1023.8,       1.5
양산시,257,11-02,      12.6,      19.1,       7.2,       0.5,      63.1,       6.9,,,    1021.6,    1023.4,       1.8
강진군,259,11-02,      11.5,      18.2,       5.9,       1.2,      70.8,       6.9,,,    1022.0,    1023.5,       2.1
장흥,260,11-02,      10.8,      18.2,       4.4,       1.2,      71.8,       6.4,,,    1016.7,    1022.0,       1.6
해남,261,11-02,      11.3,      18.1,       4.8,       1.3,      71.8,       6.5,,,    1020.1,    1022.3,       1.7
고흥,262,11-02,      11.6,      18.3,       5.5,       1.3,      69.6,       6.3,,,    1015.7,    1021.9,       1.3
의령군,263,11-02,       9.7,      18.2,       3.4,       0.5,      79.3,       6.5,,,    1021.1,    1022.8,       0.8
함양군,264,11-02,       9.5,      17.8,       3.0,       0.7,      77.6,       6.3,,,    1004.8,    1023.2,       0.9
